UID,Temperature,Rotationalspeed,Tool wear [hour],Type_L,Type_M
97,0.4074074074074119,0.23690337601862632,0.7833333333333333,0.0,1.0
98,0.3950617283950635,0.33876600698486625,0.8333333333333334,0.0,1.0
99,0.3827160493827222,0.21012805587892902,0.8833333333333333,1.0,0.0
100,0.3827160493827222,0.20663562281722936,0.9166666666666666,1.0,0.0
101,0.3950617283950635,0.3981373690337603,0.95,1.0,0.0
102,0.3827160493827222,0.47904540162980214,0.9833333333333333,1.0,0.0
103,0.3827160493827222,0.22526193247962756,1.0166666666666666,1.0,0.0
104,0.3827160493827222,0.1589057043073342,1.05,0.0,1.0
105,0.3703703703703738,0.1641443538998837,1.1,1.0,0.0
106,0.3703703703703738,0.24621653084982542,1.1333333333333333,1.0,0.0
107,0.3703703703703738,0.16123399301513397,1.1666666666666667,1.0,0.0
108,0.3827160493827222,0.19150174621653093,1.2,0.0,1.0
109,0.3827160493827222,0.26367869615832373,1.25,0.0,0.0
110,0.3703703703703738,0.2351571594877765,1.3333333333333333,1.0,0.0
111,0.3580246913580325,0.40977881257275917,1.3666666666666667,1.0,0.0
112,0.3580246913580325,0.19266589057043082,1.4,0.0,0.0
113,0.3703703703703738,0.19208381839348088,1.4833333333333334,0.0,1.0
114,0.3580246913580325,0.18509895227008155,1.5333333333333334,0.0,1.0
115,0.3580246913580325,0.2980209545983702,1.5833333333333333,1.0,0.0
116,0.3580246913580325,0.15308498253783476,1.6166666666666667,1.0,0.0
117,0.3703703703703738,0.23050058207217705,1.65,1.0,0.0
118,0.3580246913580325,0.25087310826542497,1.6833333333333333,1.0,0.0
119,0.3580246913580325,0.31373690337601867,1.7166666666666666,0.0,1.0
120,0.3456790123456841,0.17403958090803262,1.7666666666666666,1.0,0.0
121,0.3703703703703738,0.15424912689173464,1.8,1.0,0.0
122,0.3703703703703738,0.2270081490104774,1.8333333333333333,1.0,0.0
123,0.3827160493827222,0.08265424912689179,1.8666666666666667,1.0,0.0
124,0.3703703703703738,0.22002328288707806,1.9,1.0,0.0
125,0.3703703703703738,0.32537834691501744,1.9333333333333333,1.0,0.0
126,0.3580246913580325,0.22817229336437728,1.9666666666666666,1.0,0.0
127,0.3580246913580325,0.09371362048894072,2.0,1.0,0.0
128,0.3580246913580325,0.14260768335273577,2.033333333333333,1.0,0.0
129,0.3580246913580325,0.24388824214202565,2.066666666666667,1.0,0.0
130,0.3456790123456841,0.22759022118742733,2.1,1.0,0.0
131,0.3333333333333357,0.17753201396973228,2.1333333333333333,1.0,0.0
132,0.3333333333333357,0.3311990686845169,2.1666666666666665,1.0,0.0
133,0.3333333333333357,0.1589057043073342,2.2,0.0,1.0
134,0.3333333333333357,0.1525029103608848,2.25,0.0,1.0
135,0.3333333333333357,0.11699650756693836,2.3,1.0,0.0
136,0.3456790123456841,0.31606519208381845,2.3333333333333335,0.0,1.0
137,0.3456790123456841,0.14668218859138538,2.3833333333333333,0.0,0.0
138,0.3580246913580325,0.07508731082654252,2.466666666666667,1.0,0.0
139,0.3580246913580325,0.16356228172293374,2.5,0.0,0.0
140,0.3580246913580325,0.05820721769499426,2.5833333333333335,1.0,0.0
141,0.3580246913580325,0.19965075669383003,2.6166666666666667,1.0,0.0
142,0.3456790123456841,0.21885913853317818,2.65,1.0,0.0
143,0.3333333333333357,0.35506402793946445,2.683333333333333,0.0,1.0
144,0.3333333333333357,0.1391152502910361,2.7333333333333334,0.0,0.0
145,0.3333333333333357,0.12980209545983712,2.816666666666667,0.0,1.0
146,0.3333333333333357,0.20081490104772992,2.8666666666666667,1.0,0.0
147,0.3333333333333357,0.25844004656577424,2.9,0.0,0.0
148,0.3333333333333357,0.2019790454016298,2.9833333333333334,1.0,0.0
149,0.3209876543209944,0.1228172293364378,3.0166666666666666,0.0,1.0
150,0.3209876543209944,0.17753201396973228,3.066666666666667,1.0,0.0
151,0.3209876543209944,0.14784633294528526,3.1,1.0,0.0
152,0.308641975308646,0.17171129220023285,3.1333333333333333,0.0,1.0
153,0.308641975308646,0.24214202561117582,3.183333333333333,0.0,1.0
154,0.308641975308646,0.3969732246798604,3.2333333333333334,1.0,0.0
155,0.308641975308646,0.20954598370197908,3.2666666666666666,1.0,0.0
156,0.308641975308646,0.47671711292200236,3.3,0.0,0.0
157,0.2962962962963047,0.19033760186263105,3.3833333333333333,0.0,1.0
158,0.308641975308646,0.180442374854482,3.433333333333333,0.0,0.0
159,0.308641975308646,0.19266589057043082,3.5166666666666666,0.0,1.0
160,0.308641975308646,0.1763678696158324,3.566666666666667,1.0,0.0
161,0.308641975308646,0.06635622817229336,3.6,1.0,0.0
162,0.2962962962963047,0.14202561117578583,3.6333333333333333,1.0,0.0
163,0.2962962962963047,0.2433061699650757,0.0,1.0,0.0
164,0.308641975308646,0.17462165308498256,0.03333333333333333,0.0,1.0
165,0.3209876543209944,0.15832363213038425,0.08333333333333333,0.0,1.0
166,0.3333333333333357,0.3288707799767171,0.13333333333333333,1.0,0.0
167,0.308641975308646,0.25844004656577424,0.16666666666666666,0.0,0.0
168,0.3209876543209944,0.16880093131548313,0.25,0.0,0.0
169,0.3209876543209944,0.15424912689173464,0.3333333333333333,1.0,0.0
170,0.3209876543209944,0.08731082654249134,0.36666666666666664,1.0,0.0
171,0.308641975308646,0.25727590221187435,0.4,0.0,1.0
172,0.2962962962963047,0.1711292200232829,0.45,1.0,0.0
173,0.2839506172839492,0.440046565774156,0.48333333333333334,0.0,1.0
174,0.2839506172839492,0.24621653084982542,0.5333333333333333,0.0,1.0
175,0.2962962962963047,0.08032596041909201,0.5833333333333334,1.0,0.0
176,0.2962962962963047,0.12456344586728763,0.6166666666666667,1.0,0.0
177,0.2962962962963047,0.2619324796274739,0.65,1.0,0.0
178,0.308641975308646,0.4772991850989524,0.6833333333333333,1.0,0.0
179,0.308641975308646,0.15599534342258448,0.7166666666666667,1.0,0.0
180,0.3209876543209944,0.07916181606519213,0.75,1.0,0.0
181,0.3209876543209944,0.17869615832363217,0.7833333333333333,1.0,0.0
182,0.3209876543209944,0.38183934807916187,0.8166666666666667,0.0,0.0
183,0.308641975308646,0.10128055878928988,0.9,0.0,1.0
184,0.308641975308646,0.1845168800931316,0.95,1.0,0.0
185,0.308641975308646,0.29045401629802103,0.9833333333333333,1.0,0.0
186,0.308641975308646,0.1618160651920839,1.0166666666666666,1.0,0.0
187,0.3209876543209944,0.0774155995343423,1.05,1.0,0.0
188,0.3333333333333357,0.1228172293364378,1.0833333333333333,1.0,0.0
189,0.3456790123456841,0.2549476135040746,1.1166666666666667,1.0,0.0
190,0.3333333333333357,0.21594877764842846,1.15,0.0,1.0
191,0.3333333333333357,0.17986030267753206,1.2,1.0,0.0
192,0.3333333333333357,0.2898719441210711,1.2333333333333334,1.0,0.0
193,0.3333333333333357,0.13387660069848661,1.2666666666666666,0.0,0.0
194,0.3333333333333357,0.2968568102444704,1.35,0.0,0.0
195,0.3456790123456841,0.878928987194412,1.4333333333333333,0.0,1.0
196,0.3456790123456841,0.1658905704307334,1.4833333333333334,1.0,0.0
197,0.3580246913580325,0.1536670547147847,1.5166666666666666,0.0,0.0
198,0.3580246913580325,0.20896391152502913,1.6,0.0,1.0
199,0.3703703703703738,0.2444703143189756,1.65,1.0,0.0
200,0.3580246913580325,0.15424912689173464,1.6833333333333333,1.0,0.0
201,0.3580246913580325,0.2566938300349244,1.7166666666666666,1.0,0.0
202,0.3456790123456841,0.23690337601862632,1.75,1.0,0.0
203,0.3456790123456841,0.2724097788125728,1.7833333333333334,0.0,1.0
204,0.3456790123456841,0.18742724097788133,1.8333333333333333,1.0,0.0
205,0.3456790123456841,0.33352735739231665,1.8666666666666667,1.0,0.0
206,0.3580246913580325,0.10244470314318976,1.9,0.0,1.0
207,0.3703703703703738,0.2566938300349244,1.95,1.0,0.0
208,0.3703703703703738,0.14726426076833532,1.9833333333333334,0.0,1.0
209,0.3580246913580325,0.24621653084982542,2.033333333333333,1.0,0.0
210,0.3580246913580325,0.17986030267753206,2.066666666666667,1.0,0.0
211,0.3703703703703738,0.20663562281722936,2.1,1.0,0.0
212,0.3703703703703738,0.23690337601862632,2.1333333333333333,1.0,0.0
213,0.3703703703703738,0.10244470314318976,2.1666666666666665,0.0,0.0
214,0.3703703703703738,0.1268917345750874,2.25,1.0,0.0
215,0.3580246913580325,0.24505238649592553,2.283333333333333,0.0,1.0
216,0.3580246913580325,0.22118742724097795,2.3333333333333335,1.0,0.0
217,0.3580246913580325,0.19266589057043082,2.3666666666666667,1.0,0.0
218,0.3456790123456841,0.2887077997671712,2.4,1.0,0.0
219,0.3580246913580325,0.16239813736903386,2.433333333333333,1.0,0.0
220,0.3456790123456841,0.1548311990686846,2.466666666666667,0.0,1.0
221,0.3456790123456841,0.1443538998835856,2.5166666666666666,1.0,0.0
222,0.3456790123456841,0.3835855646100116,2.55,0.0,0.0
223,0.3580246913580325,0.07916181606519213,2.6333333333333333,1.0,0.0
224,0.3580246913580325,0.23341094295692666,2.6666666666666665,1.0,0.0
225,0.3580246913580325,0.24214202561117582,2.7,1.0,0.0
226,0.3456790123456841,0.11292200232828875,2.7333333333333334,1.0,0.0
227,0.3333333333333357,0.09371362048894072,2.7666666666666666,1.0,0.0
228,0.3456790123456841,0.21594877764842846,2.8,1.0,0.0
229,0.3456790123456841,0.26833527357392317,2.8333333333333335,0.0,1.0
230,0.3456790123456841,0.21536670547147851,2.8833333333333333,1.0,0.0
231,0.3580246913580325,0.2339930151338766,2.9166666666666665,1.0,0.0
232,0.3333333333333357,0.13969732246798605,2.95,1.0,0.0
233,0.3333333333333357,0.14901047729918515,2.9833333333333334,1.0,0.0
234,0.3333333333333357,0.20023282887077998,3.0166666666666666,1.0,0.0
235,0.3333333333333357,0.180442374854482,3.05,1.0,0.0
236,0.3209876543209944,0.2980209545983702,3.0833333333333335,0.0,1.0
237,0.3209876543209944,0.19033760186263105,3.1333333333333333,1.0,0.0
238,0.2962962962963047,0.22351571594877773,3.1666666666666665,0.0,1.0
239,0.2962962962963047,0.130966239813737,3.216666666666667,1.0,0.0
240,0.308641975308646,0.2578579743888243,3.25,1.0,0.0
241,0.2962962962963047,0.09953434225844005,3.283333333333333,0.0,1.0
242,0.2962962962963047,0.3544819557625146,3.3333333333333335,1.0,0.0
243,0.308641975308646,0.10477299185098954,3.3666666666666667,1.0,0.0
244,0.308641975308646,0.15948777648428414,3.4,1.0,0.0
245,0.308641975308646,0.13213038416763678,3.433333333333333,0.0,1.0
246,0.2962962962963047,0.2671711292200233,3.4833333333333334,0.0,1.0
247,0.2962962962963047,0.24272409778812576,3.533333333333333,1.0,0.0
248,0.308641975308646,0.1752037252619325,3.566666666666667,1.0,0.0
249,0.3209876543209944,0.11292200232828875,3.6,1.0,0.0
250,0.3209876543209944,0.13795110593713622,3.6333333333333333,1.0,0.0
251,0.3209876543209944,0.2875436554132713,0.0,1.0,0.0
252,0.308641975308646,0.17345750873108268,0.03333333333333333,0.0,1.0
253,0.308641975308646,0.2630966239813738,0.08333333333333333,1.0,0.0
254,0.308641975308646,0.11001164144353903,0.11666666666666667,1.0,0.0
255,0.308641975308646,0.20139697322467986,0.15,1.0,0.0
256,0.308641975308646,0.18684516880093138,0.18333333333333332,1.0,0.0
257,0.3209876543209944,0.0948777648428406,0.21666666666666667,1.0,0.0
258,0.2839506172839492,0.26018626309662407,0.25,1.0,0.0
259,0.308641975308646,0.18277066356228178,0.2833333333333333,1.0,0.0
260,0.308641975308646,0.14668218859138538,0.31666666666666665,0.0,1.0
261,0.3209876543209944,0.20605355064027941,0.36666666666666664,0.0,1.0
262,0.308641975308646,0.28288707799767177,0.4166666666666667,1.0,0.0
263,0.308641975308646,0.33061699650756704,0.45,0.0,1.0
264,0.2962962962963047,0.24388824214202565,0.5,0.0,1.0
265,0.308641975308646,0.12922002328288718,0.55,1.0,0.0
266,0.2962962962963047,0.16647264260768335,0.5833333333333334,1.0,0.0
267,0.2962962962963047,0.15832363213038425,0.6166666666666667,0.0,0.0
268,0.2839506172839492,0.45750873108265433,0.7,1.0,0.0
269,0.2839506172839492,0.3678696158323632,0.7333333333333333,0.0,0.0
270,0.2839506172839492,0.2072176949941793,0.8166666666666667,1.0,0.0
271,0.2839506172839492,0.20488940628637953,0.85,0.0,0.0
272,0.2962962962963047,0.16530849825378346,0.9333333333333333,0.0,1.0
273,0.2962962962963047,0.18393480791618166,0.9833333333333333,1.0,0.0
274,0.2839506172839492,0.15017462165308504,1.0166666666666666,1.0,0.0
275,0.2839506172839492,0.2817229336437719,1.05,1.0,0.0
276,0.2839506172839492,0.13562281722933645,1.0833333333333333,1.0,0.0
277,0.2716049382716008,0.33876600698486625,1.1166666666666667,0.0,1.0
278,0.2839506172839492,0.18102444703143195,1.1666666666666667,0.0,0.0
279,0.2839506172839492,0.2630966239813738,1.25,0.0,1.0
280,0.2962962962963047,0.37892898719441226,1.3,1.0,0.0
281,0.2962962962963047,0.16763678696158324,1.3333333333333333,0.0,1.0
282,0.2839506172839492,0.26658905704307334,1.3833333333333333,1.0,0.0
283,0.2962962962963047,0.12922002328288718,1.4166666666666667,0.0,1.0
284,0.308641975308646,0.1752037252619325,1.4666666666666666,1.0,0.0
285,0.3209876543209944,0.5139697322467985,1.5,1.0,0.0
286,0.3209876543209944,0.23282887077997672,1.5333333333333334,1.0,0.0
287,0.3209876543209944,0.24505238649592553,1.5666666666666667,1.0,0.0
288,0.3209876543209944,0.37077997671711305,1.6,1.0,0.0
289,0.3333333333333357,0.12630966239813746,1.6333333333333333,0.0,0.0
290,0.3333333333333357,0.15599534342258448,1.7166666666666666,1.0,0.0
291,0.3333333333333357,0.15715948777648436,1.75,1.0,0.0
292,0.3209876543209944,0.17753201396973228,1.7833333333333334,1.0,0.0
293,0.3333333333333357,0.09720605355064038,1.8166666666666667,1.0,0.0
294,0.3456790123456841,0.13038416763678706,1.85,0.0,0.0
295,0.3456790123456841,0.11874272409778819,1.9333333333333333,0.0,1.0
296,0.3580246913580325,0.31897555296856817,1.9833333333333334,0.0,1.0
297,0.3456790123456841,0.13213038416763678,2.033333333333333,1.0,0.0
298,0.3456790123456841,0.31722933643771833,2.066666666666667,1.0,0.0
299,0.3456790123456841,0.5593713620488941,2.1,0.0,0.0
300,0.3209876543209944,0.23224679860302677,2.183333333333333,0.0,1.0
301,0.3333333333333357,0.26426076833527357,2.2333333333333334,1.0,0.0
302,0.3333333333333357,0.3329452852153668,2.2666666666666666,1.0,0.0
303,0.3333333333333357,0.20023282887077998,2.3,0.0,0.0
304,0.3333333333333357,0.18102444703143195,2.3833333333333333,0.0,1.0
305,0.3333333333333357,0.3311990686845169,2.433333333333333,1.0,0.0
306,0.3333333333333357,0.5593713620488941,2.466666666666667,1.0,0.0
307,0.3333333333333357,0.11990686845168808,2.5,1.0,0.0
308,0.3333333333333357,0.2392316647264261,2.533333333333333,0.0,1.0
309,0.3456790123456841,0.07974388824214207,2.5833333333333335,1.0,0.0
310,0.3456790123456841,0.16356228172293374,2.6166666666666667,0.0,1.0
311,0.3580246913580325,0.2083818393480792,2.6666666666666665,0.0,0.0
312,0.3580246913580325,0.1658905704307334,2.75,0.0,1.0
313,0.3580246913580325,0.17462165308498256,2.8,1.0,0.0
314,0.3580246913580325,0.08440046565774162,2.8333333333333335,1.0,0.0
315,0.3456790123456841,0.07683352735739235,2.8666666666666667,0.0,1.0
316,0.3333333333333357,0.2782305005820722,2.9166666666666665,1.0,0.0
317,0.3333333333333357,0.3178114086146683,2.95,1.0,0.0
318,0.3333333333333357,0.3009313154831199,2.9833333333333334,1.0,0.0
319,0.3333333333333357,0.20023282887077998,3.0166666666666666,1.0,0.0
320,0.3333333333333357,0.25844004656577424,3.05,1.0,0.0
321,0.3333333333333357,0.22235157159487784,3.0833333333333335,0.0,0.0
322,0.3333333333333357,0.20372526193247964,3.1666666666666665,1.0,0.0
323,0.3456790123456841,0.1629802095459838,3.2,1.0,0.0
324,0.3456790123456841,0.22875436554132722,3.2333333333333334,1.0,0.0
325,0.3456790123456841,0.18626309662398144,3.2666666666666666,0.0,1.0
326,0.3456790123456841,0.3090803259604191,3.316666666666667,1.0,0.0
327,0.3456790123456841,0.1938300349243307,3.35,1.0,0.0
328,0.3456790123456841,0.11932479627473813,3.3833333333333333,1.0,0.0
329,0.3333333333333357,0.3114086146682189,3.4166666666666665,0.0,0.0
330,0.3456790123456841,0.32130384167636794,3.5,0.0,0.0
331,0.3333333333333357,0.13387660069848661,3.5833333333333335,0.0,1.0
332,0.3333333333333357,0.12980209545983712,3.6333333333333333,0.0,1.0
333,0.3209876543209944,0.21536670547147851,0.0,0.0,1.0
334,0.308641975308646,0.27881257275902216,0.05,1.0,0.0
335,0.2962962962963047,0.1752037252619325,0.08333333333333333,0.0,1.0
336,0.2962962962963047,0.3381839348079162,0.13333333333333333,1.0,0.0
337,0.308641975308646,0.4813736903376019,0.16666666666666666,0.0,1.0
338,0.3209876543209944,0.3341094295692667,0.21666666666666667,1.0,0.0
339,0.308641975308646,0.2299185098952271,0.25,1.0,0.0
340,0.308641975308646,0.31722933643771833,0.2833333333333333,0.0,1.0
341,0.2962962962963047,0.17811408614668223,0.3333333333333333,1.0,0.0
342,0.308641975308646,0.21071012805587896,0.36666666666666664,0.0,1.0
343,0.308641975308646,0.1763678696158324,0.4166666666666667,1.0,0.0
344,0.3209876543209944,0.1280558789289873,0.45,1.0,0.0
345,0.308641975308646,0.7450523864959254,0.48333333333333334,0.0,1.0
346,0.3209876543209944,0.24272409778812576,0.5333333333333333,1.0,0.0
347,0.3209876543209944,0.16938300349243307,0.5666666666666667,0.0,1.0
348,0.3209876543209944,0.21885913853317818,0.6166666666666667,1.0,0.0
349,0.3209876543209944,0.26135040745052396,0.65,1.0,0.0
350,0.3209876543209944,0.2485448195576252,0.6833333333333333,1.0,0.0
351,0.3209876543209944,0.1350407450523865,0.7166666666666667,0.0,0.0
352,0.3333333333333357,0.2578579743888243,0.8,0.0,1.0
353,0.3333333333333357,0.19732246798603037,0.85,0.0,1.0
354,0.3209876543209944,0.29452852153667064,0.9,0.0,0.0
355,0.3209876543209944,0.28521536670547154,0.9833333333333333,1.0,0.0
356,0.3209876543209944,0.2648428405122235,1.0166666666666666,1.0,0.0
357,0.3333333333333357,0.13387660069848661,1.05,0.0,1.0
358,0.3333333333333357,0.2031431897555297,1.1,1.0,0.0
359,0.3209876543209944,0.17403958090803262,1.1333333333333333,0.0,1.0
360,0.3209876543209944,0.23224679860302677,1.1833333333333333,0.0,1.0
361,0.3209876543209944,0.20547147846332947,1.2333333333333334,0.0,1.0
362,0.3209876543209944,0.24912689173457514,1.2833333333333334,1.0,0.0
363,0.3209876543209944,0.27473806752037255,1.3166666666666667,0.0,0.0
364,0.3209876543209944,0.15715948777648436,1.4,1.0,0.0
365,0.3333333333333357,0.1391152502910361,1.4333333333333333,1.0,0.0
366,0.3333333333333357,0.10768335273573926,1.4666666666666666,1.0,0.0
367,0.3456790123456841,0.22351571594877773,1.5,0.0,1.0
368,0.3333333333333357,0.23341094295692666,1.55,0.0,1.0
369,0.3333333333333357,0.18684516880093138,1.6,1.0,0.0
370,0.3333333333333357,0.24388824214202565,1.6333333333333333,0.0,0.0
371,0.3209876543209944,0.26426076833527357,1.7166666666666666,0.0,1.0
372,0.3333333333333357,0.2537834691501747,1.7666666666666666,1.0,0.0
373,0.3209876543209944,0.13795110593713622,1.8,0.0,1.0
374,0.3209876543209944,0.14202561117578583,1.85,1.0,0.0
375,0.3209876543209944,0.15308498253783476,1.8833333333333333,1.0,0.0
376,0.308641975308646,0.2124563445867288,1.9166666666666667,1.0,0.0
377,0.308641975308646,0.13562281722933645,1.95,0.0,1.0
378,0.308641975308646,0.14901047729918515,2.0,0.0,1.0
379,0.308641975308646,0.341094295692666,2.05,1.0,0.0
380,0.308641975308646,0.341094295692666,2.0833333333333335,1.0,0.0
381,0.3209876543209944,0.8125727590221187,2.1166666666666667,1.0,0.0
382,0.3456790123456841,0.22002328288707806,2.15,1.0,0.0
383,0.3456790123456841,0.09720605355064038,2.183333333333333,1.0,0.0
384,0.3580246913580325,0.39231664726426085,2.216666666666667,0.0,1.0
385,0.3456790123456841,0.3166472642607684,2.2666666666666666,1.0,0.0
386,0.3580246913580325,0.1431897555296857,2.3,0.0,1.0
387,0.3703703703703738,0.08789289871944128,2.35,1.0,0.0
388,0.3703703703703738,0.04714784633294533,2.3833333333333333,1.0,0.0
389,0.3703703703703738,0.1670547147846333,2.4166666666666665,1.0,0.0
390,0.3703703703703738,0.13969732246798605,2.45,0.0,1.0
391,0.3703703703703738,0.16996507566938301,2.5,1.0,0.0
392,0.3580246913580325,0.18800931315483127,2.533333333333333,1.0,0.0
393,0.3456790123456841,0.18742724097788133,2.566666666666667,0.0,1.0
394,0.3333333333333357,0.10593713620488943,2.6166666666666667,0.0,1.0
395,0.3333333333333357,0.20954598370197908,2.6666666666666665,1.0,0.0
396,0.3209876543209944,0.23457508731082655,2.7,1.0,0.0
